id,car_id,user_id,garage_id,reception_date,repair_date,status,notes
0482f481-44cb-4d1d-8d38-c62fffee2467,031d8218-c377-4ffe-9379-696c4c124b7c,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2024-01-14,2024-01-21,Cancelled,Customer reported strange noise
0baded5f-a138-4d59-8b0b-b87085d5aeef,bc8e9660-c716-4016-bfca-7c9c58c9eeb5,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2024-11-05,2024-11-14,In Progress,
a7cdbd91-f309-4c7e-a847-524e9cc5e751,1c34dc3f-4de3-494c-a5d3-97bef86943ba,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-07-12,2022-07-25,In Progress,Customer reported check engine light
37349e9e-208d-426d-a114-c317f76814ea,4ea41adb-238f-45e9-a0d0-718134a4770e,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-08-15,2022-08-15,In Progress,
5f7e856f-54c8-4d18-bc39-b2335b0a1226,9978585e-237f-4cc1-82ab-146f18c2df1a,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-01-12,2023-01-18,Completed,Customer reported vibration
e1f76786-8c04-4ae0-934d-6c86395c67f1,e7ff5d0f-a5b0-4e8e-a338-7e290b5ea5f0,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2024-04-21,2024-05-02,Completed,Customer reported check engine light
6114de43-70d1-4e81-b887-54f04d380a97,bb6ae0a9-bc04-4932-8809-28fb5a2016df,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2022-09-01,2022-09-04,Completed,Customer reported vibration
27b65789-05c2-4df8-a41b-58168166a346,e7ff5d0f-a5b0-4e8e-a338-7e290b5ea5f0,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2022-11-05,2022-11-13,Cancelled,
7d943793-65a7-4a4a-9870-1dcf7a0c2514,1c34dc3f-4de3-494c-a5d3-97bef86943ba,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2024-10-31,2024-11-10,In Progress,
96120122-04cc-4262-9089-419ef721f204,edf7ab09-9b8e-4e77-a843-2808ed259ba8,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2024-03-02,2024-03-12,Cancelled,
169a819b-a739-490f-9274-81d41d24b5ea,1c34dc3f-4de3-494c-a5d3-97bef86943ba,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2023-07-14,2023-07-26,Cancelled,Customer reported strange noise
5d4552a5-e41c-4504-a772-b6c13b8b6020,a2b4e91a-3aa1-4014-8a06-42aa9b0a71d2,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-04-12,2022-04-14,Pending,Customer reported vibration
cdcb1037-e991-400b-94e7-45e2f953bae5,aba1a6a7-6e18-4d5c-a4fc-ef86e04548a3,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2023-09-29,2023-10-02,Cancelled,Customer reported overheating
81ccf3ed-453e-4eca-8a5c-bf06772e5895,9f498d9a-4e11-4e5d-a1df-626eb8b3e062,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2024-10-21,2024-10-21,Completed,Customer reported check engine light
f54c10f3-eb0f-4e12-a8e0-96893182bce2,b1d3bff4-be3c-4631-98fe-4b9d4f7de1d0,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2022-03-26,2022-03-28,Pending,
39884597-9dfd-4838-94cf-026714b60c9f,bbc25487-fc35-4810-a844-2e4c91f45945,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-03-21,2022-03-30,In Progress,
6bc51d72-32ad-43f9-b6d9-d2dccffb5233,f5218c7b-211a-405d-a7b2-a91fc176e78b,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2024-02-20,2024-02-24,In Progress,Customer reported overheating
22bf91bd-ab37-41fe-9a7f-23d05ebfe1ee,aba1a6a7-6e18-4d5c-a4fc-ef86e04548a3,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2023-11-08,2023-11-21,Cancelled,Customer reported overheating
811201b4-edee-4e89-9774-a5d8cd682aca,9978585e-237f-4cc1-82ab-146f18c2df1a,488bbe19-df6c-40c9-84bf-8b5b19d35fdb,552a7795-d391-4e85-9a7e-465dc29124f2,2023-10-23,2023-10-31,Pending,Customer reported strange noise
0acba302-b5f0-4746-8a96-dfe13fc8b384,d8ecf902-9c8b-498c-845d-a5500c50a300,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2024-09-28,2024-10-02,Pending,
abfc8c1e-4bec-48f5-8bb3-891e20917e8d,e736ac19-d229-4ca2-a429-a06156af30bb,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2022-04-23,2022-05-02,In Progress,Customer reported vibration
f6a77bf6-899b-4d19-90e8-ec56b88d48bf,f4c8f9ab-d66b-4ae2-9457-a4449080de92,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2022-11-23,2022-12-04,Cancelled,Customer reported vibration
14964fc6-a37c-4f38-bea9-eb5c757357fc,c680f903-d760-4a7d-9e25-74126ac8989a,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2024-01-07,2024-01-18,Pending,
38b8ab1d-b259-4da7-8e4e-720f5263ac07,4ea41adb-238f-45e9-a0d0-718134a4770e,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-05-28,2022-06-04,Pending,Customer reported check engine light
47231beb-95e0-4a37-bb66-16cb2e2eb2aa,1c34dc3f-4de3-494c-a5d3-97bef86943ba,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2022-06-10,2022-06-12,In Progress,
95689852-8559-4fb4-af51-8d2a86c81a8d,859769d4-15de-4677-a954-2c77eb7b4e07,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2024-08-07,2024-08-12,Pending,Customer reported check engine light
4ef224c4-bfe0-470e-8dee-a2dee22e5783,cd719158-d0cd-4cb4-8274-e7a1652e4408,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2025-01-22,2025-01-24,Cancelled,Customer reported strange noise
73cef4a6-17e8-4c31-b22d-310598705e61,1c34dc3f-4de3-494c-a5d3-97bef86943ba,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2025-02-14,2025-02-22,Cancelled,Customer reported overheating
dad80fc3-bcce-42f2-a43a-e7f36603490c,2a78e845-0950-4c83-829a-e965d4c3e819,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2025-02-11,2025-02-22,Cancelled,Customer reported strange noise
f764669f-f090-40ab-8fb1-48862b4b060e,20e44233-24d2-487d-b8e0-8b70ae68c256,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2023-03-31,2023-04-06,Cancelled,Customer reported strange noise
3bea5135-82a3-40a2-8e7b-0335cad2716d,2a78e845-0950-4c83-829a-e965d4c3e819,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-11-16,2022-11-18,Completed,Customer reported check engine light
95bb1cd2-3d93-490c-8f3e-4f4b5eb92ec0,031d8218-c377-4ffe-9379-696c4c124b7c,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2023-10-12,2023-10-13,Cancelled,
388f39e3-9fe2-4fe8-899f-f9be12af22aa,9f498d9a-4e11-4e5d-a1df-626eb8b3e062,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2023-02-09,2023-02-22,In Progress,Customer reported vibration
dce198e4-21ac-4d68-8186-a9f09b149613,fce9e97b-7f86-4e63-92c0-550b52da69c6,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2024-08-22,2024-08-27,Completed,Customer reported vibration
0a3706ed-10ed-4546-aa42-9c7e547e99ee,bb6ae0a9-bc04-4932-8809-28fb5a2016df,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-02-05,2023-02-15,Cancelled,Customer reported strange noise
1d08952f-cf54-41b3-ae58-8213a11ecea1,8a0d0348-b88c-41a2-b18b-ee39635defd2,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2025-01-31,2025-02-04,In Progress,
b9507a7e-7c93-4237-9720-772b336c41b7,a2b4e91a-3aa1-4014-8a06-42aa9b0a71d2,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2024-06-11,2024-06-13,Completed,Customer reported overheating
1e66a742-bf40-493e-8187-1389d0197b62,4923acd0-1c85-40cb-814d-5f2de6e6090a,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2023-11-15,2023-11-26,Cancelled,Customer reported strange noise
4235316d-d273-48d2-9c37-3eed793b0d1e,29eb5b0b-ebef-4e9a-aa68-354e56e8c5a9,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2024-02-19,2024-02-24,In Progress,Customer reported vibration
d1de909c-aa89-4406-ad27-42c90b550eed,cd719158-d0cd-4cb4-8274-e7a1652e4408,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-09-09,2023-09-10,Completed,
1c43456c-4c92-4637-8cca-19b35cfc6d7b,9f498d9a-4e11-4e5d-a1df-626eb8b3e062,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-08-06,2022-08-14,Pending,Customer reported vibration
47f27913-57f1-45ca-9249-4df1ec5b8f7b,0eb2bcf8-8c8f-4b4d-8f79-c279b4904c77,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2022-07-08,2022-07-17,Completed,Customer reported vibration
050f5272-c963-4892-9104-f28bbd849e45,f5218c7b-211a-405d-a7b2-a91fc176e78b,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2022-04-29,2022-05-04,In Progress,Customer reported check engine light
3012fc9d-2d7d-4b8c-b6fc-dd0902fdab67,edf7ab09-9b8e-4e77-a843-2808ed259ba8,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2024-11-21,2024-11-22,Completed,Customer reported strange noise
79b91861-dabf-447d-89bc-e37117db5b24,681f1c4f-c23c-4ef4-9c3b-888d8a60bd12,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2024-06-08,2024-06-15,Completed,Customer reported check engine light
c49d0464-74a2-4c26-ae38-2e048b6d46a8,23b9ebb2-a9d5-42a6-93d7-9292cb85a1da,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2023-09-22,2023-09-23,Pending,Customer reported check engine light
0310cc2e-cd83-45f3-b75d-7df103dd8dab,d8620f3a-c0d8-4957-81cb-283ce69e9775,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-07-26,2022-08-05,In Progress,Customer reported poor performance
47337230-d20c-4fab-a19d-4f2299f9d781,3717cecf-3e20-4ccc-8e28-c46199c41a97,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-10-19,2022-10-27,Pending,Customer reported poor performance
c466346b-7025-4729-868c-51c291d66694,1f56e242-e891-478f-8f75-733020ed90e4,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2023-06-15,2023-06-25,Pending,Customer reported vibration
274584c3-e9b5-46dc-a8ee-f534cac82acd,681f1c4f-c23c-4ef4-9c3b-888d8a60bd12,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-12-21,2023-12-27,Pending,Customer reported overheating
769da026-a6ee-4b20-8592-8d9192a7e443,bc8e9660-c716-4016-bfca-7c9c58c9eeb5,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2023-08-10,2023-08-12,Pending,
403c8999-c64e-4fa1-b43c-3d3936b6a3e0,0d994e40-7710-4fac-8e31-c000552f3f8e,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-12-09,2022-12-21,In Progress,Customer reported poor performance
0278b2ee-27a9-4ff5-a1a7-dd5d39bd3fa8,fce9e97b-7f86-4e63-92c0-550b52da69c6,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2025-01-04,2025-01-17,Cancelled,
994cde60-2d80-4c4c-a980-f8dcca919283,bf4e4220-a61d-46b6-8071-75cc58ca8434,488bbe19-df6c-40c9-84bf-8b5b19d35fdb,552a7795-d391-4e85-9a7e-465dc29124f2,2024-07-22,2024-07-31,In Progress,
868db048-2f5e-46f3-ac4d-07336bbf819f,8a0d0348-b88c-41a2-b18b-ee39635defd2,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2024-03-06,2024-03-18,In Progress,Customer reported check engine light
5c020174-922f-41ff-ab41-45b332896033,bc8e9660-c716-4016-bfca-7c9c58c9eeb5,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-09-06,2022-09-16,Pending,Customer reported vibration
47ba1aa2-9cb1-4275-a700-2a805a66a64c,3faf8c3c-55cd-4d07-8970-1d7d30bd887a,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2022-07-20,2022-07-30,In Progress,Customer reported check engine light
79795ec3-150f-40ca-b955-62d87ece8a9c,f4c8f9ab-d66b-4ae2-9457-a4449080de92,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-11-17,2022-11-30,Pending,Customer reported strange noise
81d697da-18cf-4e03-aa34-fdf15e2ab5bc,5363a4cb-988e-44cd-bcea-eca1408718ce,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2022-11-18,2022-11-28,In Progress,Customer reported overheating
55988f5f-9a11-484f-a79d-97fa6a7cc7bd,f5218c7b-211a-405d-a7b2-a91fc176e78b,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2022-10-02,2022-10-14,Cancelled,Customer reported check engine light
0be8650c-9455-4a36-af60-1573f31e0f80,bc8e9660-c716-4016-bfca-7c9c58c9eeb5,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-02-16,2023-02-27,Cancelled,
7bfc8def-26f7-41b5-aa17-1f87490d8b74,8d42057a-7776-431c-bd9a-b5714c93774e,488bbe19-df6c-40c9-84bf-8b5b19d35fdb,552a7795-d391-4e85-9a7e-465dc29124f2,2022-12-08,2022-12-20,Pending,Customer reported check engine light
feb1d052-f8ee-4720-a38e-c8ffbe2bf203,8a0d0348-b88c-41a2-b18b-ee39635defd2,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2025-01-26,2025-02-07,Cancelled,
34655780-b267-4900-b8f1-4520093852d2,d8ecf902-9c8b-498c-845d-a5500c50a300,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-04-10,2022-04-11,Completed,
7af5b7ac-62c4-42f3-89f0-64c6f0e52ebc,a2b4e91a-3aa1-4014-8a06-42aa9b0a71d2,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2024-02-07,2024-02-10,Pending,Customer reported poor performance
7f65e58f-a900-4aec-9372-8e254c337f5d,b1d3bff4-be3c-4631-98fe-4b9d4f7de1d0,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-12-30,2024-01-06,Completed,Customer reported overheating
8d713ac0-f7a5-4cc0-9f95-6cf35151afbc,23b9ebb2-a9d5-42a6-93d7-9292cb85a1da,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2022-01-21,2022-02-01,Cancelled,Customer reported check engine light
a9404770-bee2-4e46-88fe-0cda158ce109,9f498d9a-4e11-4e5d-a1df-626eb8b3e062,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2025-01-08,2025-01-11,Cancelled,Customer reported check engine light
ef10ad07-1983-47b6-9cfb-e3e0a6dc03af,2a78e845-0950-4c83-829a-e965d4c3e819,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-05-17,2022-05-25,Pending,
bec98b50-876b-4635-b20b-79f184e7c64b,0eb2bcf8-8c8f-4b4d-8f79-c279b4904c77,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2022-02-12,2022-02-21,Completed,Customer reported check engine light
a7efa855-d416-493b-abc6-2c11f052df1f,d8620f3a-c0d8-4957-81cb-283ce69e9775,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2025-03-22,2025-03-27,Completed,Customer reported strange noise
8db0e07f-069a-4c91-b509-16cd2c0a925f,bc8e9660-c716-4016-bfca-7c9c58c9eeb5,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2022-06-02,2022-06-03,Pending,
7e70e512-23bf-44ff-8d01-16ed76d00a01,d6b28d72-da60-4c7b-9b39-ae3f3d86951d,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2023-08-07,2023-08-10,Pending,Customer reported overheating
68ac59ea-20f1-4a06-be6f-b2ad2337d751,7581523d-aa60-4a05-8eb1-d0230e36bca7,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2022-01-28,2022-02-09,Completed,
f2a4c583-7972-4fe8-99d7-a907a3005e39,681f1c4f-c23c-4ef4-9c3b-888d8a60bd12,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-05-24,2022-05-30,Cancelled,
618a760a-e66f-400f-80d1-55d84d2df443,681f1c4f-c23c-4ef4-9c3b-888d8a60bd12,488bbe19-df6c-40c9-84bf-8b5b19d35fdb,552a7795-d391-4e85-9a7e-465dc29124f2,2024-05-12,2024-05-15,In Progress,Customer reported strange noise
14d8b5af-6dd8-49e4-a849-1c43289044d0,d8620f3a-c0d8-4957-81cb-283ce69e9775,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2025-01-11,2025-01-15,Pending,Customer reported check engine light
6fe4703b-9b13-4d34-8d6e-2da38af1acc7,859769d4-15de-4677-a954-2c77eb7b4e07,8f957610-2988-4cc0-8b30-adcc736c5457,552a7795-d391-4e85-9a7e-465dc29124f2,2025-03-29,2025-03-30,Cancelled,Customer reported strange noise
318e76a9-3ae3-4c3e-a30a-d8b79ec9d039,aba1a6a7-6e18-4d5c-a4fc-ef86e04548a3,488bbe19-df6c-40c9-84bf-8b5b19d35fdb,552a7795-d391-4e85-9a7e-465dc29124f2,2023-09-19,2023-09-23,In Progress,Customer reported check engine light
919a341a-b9ed-4662-b8e5-344beed2ecb9,1c34dc3f-4de3-494c-a5d3-97bef86943ba,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-12-30,2024-01-07,Cancelled,Customer reported check engine light
f4a6c3e3-313a-4881-ba82-da1ad1c86091,2a78e845-0950-4c83-829a-e965d4c3e819,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-02-13,2022-02-18,Pending,Customer reported strange noise
21720dee-2aef-4c03-9bb6-ad873a02b5c0,a26dd281-fa4f-4dbf-ad03-73032c5afa44,1f566afa-c1ec-41b3-8c5d-f021ace3a410,552a7795-d391-4e85-9a7e-465dc29124f2,2024-05-31,2024-06-05,Pending,
c111903d-951c-4567-912a-4c855d6b6b6c,bf4e4220-a61d-46b6-8071-75cc58ca8434,cc65dd50-acc5-4a27-9c49-b405ff3ee92e,552a7795-d391-4e85-9a7e-465dc29124f2,2023-03-05,2023-03-06,Completed,Customer reported vibration
7a4c9323-11bc-4ba5-928d-768612714e87,84b18729-cb8e-4bf4-a5c5-ccea09a5627e,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2025-02-07,2025-02-11,Pending,Customer reported vibration
41d5237f-78a9-424b-8518-eab17ba9223f,b1d3bff4-be3c-4631-98fe-4b9d4f7de1d0,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-12-25,2023-01-03,In Progress,Customer reported check engine light
9c398dd6-e5c1-4503-959a-5ad2be796d87,9978585e-237f-4cc1-82ab-146f18c2df1a,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2022-08-20,2022-09-01,Cancelled,Customer reported poor performance
95c50dbb-63e7-4e12-8af9-03a67405abd3,ed97e92a-36bf-44e9-b363-a374e08a927e,28f847b0-4a11-4d4a-bbf8-846eaaeec44d,552a7795-d391-4e85-9a7e-465dc29124f2,2024-09-21,2024-10-01,Pending,Customer reported check engine light
0226deb7-2da1-4376-b67a-20b462a772eb,d8ecf902-9c8b-498c-845d-a5500c50a300,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2023-02-08,2023-02-18,Pending,
13251080-caf6-4079-bae6-fdc100836b67,8a0d0348-b88c-41a2-b18b-ee39635defd2,7c444f83-ec9a-44ee-8755-c821b94733a0,552a7795-d391-4e85-9a7e-465dc29124f2,2024-09-18,2024-09-26,Completed,
718adbbe-ccf8-4ee5-ac76-33053672f021,0d994e40-7710-4fac-8e31-c000552f3f8e,8915e7ca-f48c-4286-a36b-73e1db99225e,552a7795-d391-4e85-9a7e-465dc29124f2,2023-05-13,2023-05-13,Completed,Customer reported vibration
